idpers,idhous17,p17a01,p17a04,p17c01,p17c02,p17c08,occupa17,x17i04,age17,sex17,educat17,isced17,edyear17,civsta17,nbpers17,nbkid17,region17,canton17
94914103,949141,,,,8.0,3.0,,inapplicable,21.0,,,,13.0,,4,1,,
94917101,949171,,,,,,,60000,37.0,,,,9.0,,4,2,,
94917102,949171,,,,,,,inapplicable,34.0,,,,9.0,,4,2,,
94922101,949221,,,,6.0,3.0,,inapplicable,39.0,,,,12.0,,1,0,,
94925102,949251,,5.0,,9.0,7.0,,inapplicable,46.0,,,,16.0,,1,0,,
94926101,949261,,,,,,,no personal income,61.0,,,,9.0,,4,0,,
94926102,949261,,,,5.0,8.0,,inapplicable,56.0,,,,13.0,,4,0,,
94926103,949261,,,,,,,inapplicable,28.0,,,,14.0,,4,0,,
94926104,949261,,,,,,,inapplicable,27.0,,,,18.0,,4,0,,
94938102,949381,,7.0,,,8.0,,inapplicable,61.0,,,,10.0,,2,0,,
94939101,949391,,2.0,,9.0,,,inapplicable,44.0,,,,12.0,,4,2,,
94939102,949391,,2.0,,2.0,5.0,,inapplicable,42.0,,,,12.0,,4,2,,
94940101,949401,,2.0,,8.0,,,inapplicable,63.0,,,,18.0,,2,0,,
94940102,949401,,,,7.0,8.0,,inapplicable,61.0,,,,10.0,,2,0,,
94943101,949431,,,,,,,inapplicable,55.0,,,,18.0,,2,0,,
94943102,949431,,,,,,,inapplicable,54.0,,,,12.0,,2,0,,
94944101,949441,,,,,,,inapplicable,36.0,,,,12.0,,4,2,,
94944102,949441,,,,,,,inapplicable,31.0,,,,12.0,,4,2,,
94952101,949521,,1.0,,8.0,1.0,,inapplicable,39.0,,,,18.0,,4,2,,
94952102,949521,,,,7.0,1.0,,inapplicable,35.0,,,,18.0,,4,2,,
94960101,949601,,,,9.0,2.0,,inapplicable,33.0,,,,18.0,,3,1,,
94960102,949601,,4.0,,9.0,3.0,,inapplicable,31.0,,,,18.0,,3,1,,
94962101,949621,,7.0,,9.0,,,inapplicable,48.0,,,,12.0,,2,0,,
94962102,949621,,3.0,,8.0,1.0,,inapplicable,18.0,,,,9.0,,2,0,,
94966101,949661,,3.0,,7.0,,,inapplicable,35.0,,,,12.0,,6,4,,
94966102,949661,,7.0,,9.0,5.0,,inapplicable,32.0,,,,12.0,,6,4,,
94970101,949701,,,,,,,inapplicable,53.0,,,,12.0,,2,0,,
94970102,949701,,,,,,,inapplicable,52.0,,,,,,2,0,,
94975101,949751,,,,8.0,,,inapplicable,53.0,,,,12.0,,5,1,,
94975102,949751,,,,7.0,,,inapplicable,50.0,,,,12.0,,5,1,,
94975103,949751,,1.0,,9.0,1.0,,inapplicable,24.0,,,,12.0,,5,1,,
94975104,949751,,,,,,,no personal income,22.0,,,,13.0,,5,1,,
94983101,949831,,,,,,,inapplicable,57.0,,,,12.0,,3,0,,
94983102,949831,,,,,,,inapplicable,51.0,,,,12.0,,3,0,,
94983103,949831,,,,,,,inapplicable,27.0,,,,12.0,,3,0,,
94984101,949841,,,,7.0,2.0,,inapplicable,61.0,,,,10.0,,2,0,,
94984102,949841,,6.0,,8.0,1.0,,inapplicable,60.0,,,,18.0,,2,0,,
94985101,949851,,,,5.0,5.0,,inapplicable,48.0,,,,12.0,,6,2,,
94985102,949851,,,,,,,inapplicable,39.0,,,,16.0,,6,2,,
94985103,949851,,,,,,,inapplicable,28.0,,,,10.0,,6,2,,
94985104,949851,,,,,,,inapplicable,28.0,,,,10.0,,6,2,,
94987104,949871,,5.0,,9.0,,,inapplicable,37.0,,,,18.0,,4,2,,
94987105,949871,,2.0,,,,,inapplicable,35.0,,,,18.0,,4,2,,
94990101,949901,,2.0,,7.0,5.0,,inapplicable,34.0,,,,16.0,,1,0,,
94995101,949951,,,,,,,inapplicable,38.0,,,,12.0,,4,2,,
94995102,949951,,,,,,,inapplicable,37.0,,,,12.0,,4,2,,
94997102,949971,,,,,,,inapplicable,55.0,,,,9.0,,2,0,,
94998102,949981,,,,,,,inapplicable,56.0,,,,16.0,,3,0,,
94998103,949981,,,,,,,inapplicable,48.0,,,,9.0,,3,0,,
94999101,949991,,3.0,,,,,inapplicable,53.0,,,,12.0,,2,0,,
94999102,949991,,1.0,,6.0,2.0,,inapplicable,51.0,,,,12.0,,2,0,,
95001106,950011,,,,,,,inapplicable,33.0,,,,12.0,,5,2,,
95001107,950011,,,,,,,inapplicable,30.0,,,,12.0,,5,2,,
95007101,950071,,3.0,,9.0,1.0,,inapplicable,38.0,,,,18.0,,3,1,,
95007102,950071,,2.0,,8.0,2.0,,inapplicable,36.0,,,,18.0,,3,1,,
95008101,950081,,,,8.0,,,inapplicable,56.0,,,,16.0,,4,1,,
95008102,950081,,1.0,,8.0,4.0,,inapplicable,53.0,,,,12.0,,4,1,,
95008104,950081,,,,8.0,,,inapplicable,21.0,,,,13.0,,4,1,,
95009101,950091,,2.0,,5.0,,,inapplicable,50.0,,,,13.0,,4,1,,
95009102,950091,,,,,,,inapplicable,49.0,,,,9.0,,4,1,,
95009105,950091,,,,,3.0,,inapplicable,18.0,,,,13.0,,4,1,,
95011101,950111,,,,9.0,1.0,,inapplicable,41.0,,,,12.0,,4,2,,
95011102,950111,,,,,,,inapplicable,40.0,,,,10.0,,4,2,,
95018101,950181,,2.0,,,,,inapplicable,31.0,,,,12.0,,2,0,,
95018102,950181,,3.0,,8.0,,,inapplicable,31.0,,,,16.0,,2,0,,
95020101,950201,,,,2.0,8.0,,inapplicable,53.0,,,,12.0,,4,2,,
95020102,950201,,,,,,,inapplicable,42.0,,,,12.0,,4,2,,
95021102,950211,,2.0,,6.0,,,inapplicable,62.0,,,,18.0,,3,0,,
95021103,950211,,,,,,,no answer,31.0,,,,18.0,,3,0,,
95023101,950231,,3.0,,7.0,1.0,,inapplicable,63.0,,,,16.0,,2,0,,
95023102,950231,,2.0,,6.0,2.0,,inapplicable,62.0,,,,18.0,,2,0,,
95025101,950251,,7.0,,8.0,1.0,,inapplicable,40.0,,,,18.0,,4,2,,
95025102,950251,,7.0,,9.0,,,inapplicable,40.0,,,,18.0,,4,2,,
95030101,950301,,2.0,,9.0,1.0,,inapplicable,63.0,,,,16.0,,2,0,,
95030102,950301,,,,7.0,5.0,,inapplicable,63.0,,,,12.0,,2,0,,
95031101,950311,,,,9.0,,,inapplicable,60.0,,,,12.0,,3,0,,
95031102,950311,,,,,,,inapplicable,58.0,,,,13.0,,3,0,,
95031103,950311,,,,,,,inapplicable,37.0,,,,12.0,,3,0,,
95032101,950321,,4.0,,9.0,5.0,,inapplicable,53.0,,,,12.0,,5,0,,
95032102,950321,,3.0,,8.0,,,inapplicable,48.0,,,,12.0,,5,0,,
95032103,950321,,,,,,,inapplicable,24.0,,,,12.0,,5,0,,
95032104,950321,,,,7.0,3.0,,inapplicable,22.0,,,,12.0,,5,0,,
95032105,950321,,3.0,,7.0,3.0,,inapplicable,21.0,,,,12.0,,5,0,,
95034101,950341,,,,,,,inapplicable,29.0,,,,18.0,,2,0,,
95034102,950341,,5.0,,4.0,1.0,,inapplicable,29.0,,,,18.0,,2,0,,
95037101,950371,,,,,,,60000,53.0,,,,9.0,,4,0,,
95037102,950371,,,,,,,9600,49.0,,,,9.0,,4,0,,
95037103,950371,,,,,,,inapplicable,21.0,,,,10.0,,4,0,,
95037104,950371,,,,,,,inapplicable,19.0,,,,12.0,,4,0,,
95038101,950381,,5.0,,9.0,1.0,,inapplicable,56.0,,,,16.0,,4,1,,
95038102,950381,,,,,,,24000,53.0,,,,10.0,,4,1,,
95038103,950381,,,,,,,48000,27.0,,,,12.0,,4,1,,
95039102,950391,,,,,,,inapplicable,60.0,,,,12.0,,2,0,,
95041101,950411,,5.0,,7.0,3.0,,inapplicable,25.0,,,,18.0,,2,0,,
95041102,950411,,2.0,,4.0,7.0,,inapplicable,23.0,,,,18.0,,2,0,,
95044101,950441,,,,8.0,6.0,,inapplicable,46.0,,,,12.0,,3,1,,
95044102,950441,,4.0,,8.0,,,inapplicable,20.0,,,,14.0,,3,1,,
95050101,950501,,,,,,,inapplicable,44.0,,,,18.0,,4,2,,
95050102,950501,,6.0,,9.0,,,inapplicable,40.0,,,,18.0,,4,2,,
95051101,950511,,6.0,,,,,inapplicable,56.0,,,,16.0,,5,1,,
95051102,950511,,2.0,,9.0,,,inapplicable,55.0,,,,18.0,,5,1,,
95051103,950511,,5.0,,8.0,3.0,,inapplicable,23.0,,,,18.0,,5,1,,
95051104,950511,,5.0,,9.0,,,inapplicable,21.0,,,,18.0,,5,1,,
95052101,950521,,,,,,,does not know,48.0,,,,9.0,,4,1,,
95052102,950521,,,,,,,does not know,44.0,,,,9.0,,4,1,,
95052103,950521,,,,,,,inapplicable,18.0,,,,9.0,,4,1,,
95054101,950541,,,,8.0,,,inapplicable,34.0,,,,12.0,,2,0,,
95054102,950541,,2.0,,8.0,,,inapplicable,33.0,,,,10.0,,2,0,,
95057101,950571,,3.0,,,,,inapplicable,54.0,,,,12.0,,3,1,,
95057102,950571,,7.0,,9.0,8.0,,inapplicable,48.0,,,,9.0,,3,1,,
95059103,950591,,4.0,,7.0,4.0,,inapplicable,27.0,,,,18.0,,3,0,,
95060101,950601,,2.0,,8.0,,,inapplicable,42.0,,,,12.0,,3,1,,
95060102,950601,,,,,,,inapplicable,38.0,,,,18.0,,3,1,,
95067101,950671,,2.0,,8.0,,,inapplicable,53.0,,,,18.0,,3,0,,
95067102,950671,,2.0,,6.0,5.0,,inapplicable,50.0,,,,12.0,,3,0,,
95067103,950671,,,,9.0,,,inapplicable,19.0,,,,9.0,,3,0,,
95080101,950801,,2.0,,6.0,2.0,,inapplicable,53.0,,,,12.0,,3,0,,
95080102,950801,,2.0,,5.0,1.0,,inapplicable,50.0,,,,9.0,,3,0,,
95080103,950801,,,,8.0,,,inapplicable,25.0,,,,12.0,,3,0,,
95081102,950811,,4.0,,9.0,,,inapplicable,63.0,,,,12.0,,2,0,,
95082101,950821,,1.0,,8.0,,,inapplicable,31.0,,,,18.0,,4,2,,
95082102,950821,,2.0,,,,,inapplicable,30.0,,,,12.0,,4,2,,
95084101,950841,,2.0,,7.0,,,inapplicable,49.0,,,,16.0,,3,1,,
95084102,950841,,3.0,,9.0,,,inapplicable,45.0,,,,16.0,,3,1,,
95086101,950861,,,,,,,inapplicable,60.0,,,,9.0,,4,0,,
95086103,950861,,,,,,,12000,50.0,,,,9.0,,4,0,,
95086105,950861,,,,6.0,2.0,,inapplicable,24.0,,,,18.0,,4,0,,
95086106,950861,,,,8.0,,,inapplicable,23.0,,,,18.0,,4,0,,
95094101,950941,,4.0,,7.0,5.0,,inapplicable,59.0,,,,14.0,,5,0,,
95094102,950941,,3.0,,8.0,3.0,,inapplicable,56.0,,,,14.0,,5,0,,
95094103,950941,,2.0,,8.0,2.0,,inapplicable,28.0,,,,12.0,,5,0,,
95094104,950941,,3.0,,6.0,2.0,,inapplicable,26.0,,,,16.0,,5,0,,
95094105,950941,,4.0,,8.0,,,inapplicable,25.0,,,,14.0,,5,0,,
95100101,951001,,,,7.0,5.0,,inapplicable,52.0,,,,,,5,1,,
95100102,951001,,,,,8.0,,inapplicable,49.0,,,,,,5,1,,
95100103,951001,,,,,,,inapplicable,22.0,,,,13.0,,5,1,,
95100104,951001,,4.0,,9.0,1.0,,inapplicable,19.0,,,,9.0,,5,1,,
95103101,951031,,,,,,,inapplicable,52.0,,,,9.0,,4,2,,
95103102,951031,,,,,,,inapplicable,37.0,,,,9.0,,4,2,,
95113101,951131,,,,,,,inapplicable,64.0,,,,12.0,,2,0,,
95113102,951131,,4.0,,8.0,2.0,,inapplicable,63.0,,,,18.0,,2,0,,
95118101,951181,,1.0,,8.0,1.0,,inapplicable,58.0,,,,18.0,,2,0,,
95118102,951181,,2.0,,9.0,5.0,,inapplicable,54.0,,,,12.0,,2,0,,
95131101,951311,,,,,,,inapplicable,53.0,,,,12.0,,3,1,,
95131102,951311,,,,,,,inapplicable,43.0,,,,13.0,,3,1,,
95133101,951331,,5.0,,9.0,1.0,,inapplicable,55.0,,,,12.0,,2,0,,
95133102,951331,,1.0,,,,,inapplicable,51.0,,,,9.0,,2,0,,
95135101,951351,,,,6.0,4.0,,inapplicable,50.0,,,,12.0,,3,0,,
95135102,951351,,7.0,,,,,inapplicable,47.0,,,,10.0,,3,0,,
95135104,951351,,,,8.0,1.0,,inapplicable,19.0,,,,10.0,,3,0,,
95136101,951361,,4.0,,8.0,1.0,,inapplicable,47.0,,,,18.0,,4,2,,
95136102,951361,,5.0,,9.0,1.0,,inapplicable,46.0,,,,12.0,,4,2,,
95137101,951371,,,,,,,inapplicable,57.0,,,,10.0,,2,0,,
95137102,951371,,,,,,,inapplicable,54.0,,,,10.0,,2,0,,
95139101,951391,,,,,,,55200,34.0,,,,12.0,,4,2,,
95139102,951391,,,,2.0,4.0,,inapplicable,30.0,,,,10.0,,4,2,,
95142101,951421,,1.0,,7.0,4.0,,inapplicable,55.0,,,,18.0,,2,0,,
95142102,951421,,1.0,,8.0,,,inapplicable,51.0,,,,18.0,,2,0,,
95144102,951441,,4.0,,7.0,3.0,,inapplicable,64.0,,,,12.0,,2,0,,
95149101,951491,,,,3.0,3.0,,inapplicable,60.0,,,,13.0,,2,0,,
95149102,951491,,5.0,,9.0,,,inapplicable,52.0,,,,16.0,,2,0,,
95151101,951511,,2.0,,,,,inapplicable,59.0,,,,12.0,,3,0,,
95151102,951511,,2.0,,8.0,,,inapplicable,57.0,,,,12.0,,3,0,,
95151103,951511,,,,,,,inapplicable,27.0,,,,18.0,,3,0,,
95155101,951551,,,,9.0,3.0,,inapplicable,29.0,,,,10.0,,2,1,,
95156101,951561,,,,,,,inapplicable,50.0,,,,18.0,,2,0,,
95156102,951561,,4.0,,5.0,8.0,,inapplicable,46.0,,,,18.0,,2,0,,
95159101,951591,,,,7.0,1.0,,inapplicable,58.0,,,,10.0,,3,0,,
95159102,951591,,,,8.0,,,inapplicable,52.0,,,,12.0,,3,0,,
95159103,951591,,,,9.0,,,inapplicable,19.0,,,,14.0,,3,0,,
95160101,951601,,4.0,,,,,inapplicable,47.0,,,,9.0,,4,2,,
95160102,951601,,,,8.0,,,inapplicable,40.0,,,,13.0,,4,2,,
95166101,951661,,,,,,,inapplicable,42.0,,,,8.0,,3,1,,
95166102,951661,,,,,,,no personal income,35.0,,,,8.0,,3,1,,
95176101,951761,,,,,,,inapplicable,52.0,,,,18.0,,4,0,,
95176102,951761,,,,,,,inapplicable,47.0,,,,12.0,,4,0,,
95176103,951761,,,,,,,inapplicable,22.0,,,,13.0,,4,0,,
95176104,951761,,,,,,,inapplicable,20.0,,,,13.0,,4,0,,
95179101,951791,,,,,,,inapplicable,33.0,,,,16.0,,2,0,,
95179102,951791,,,,,,,inapplicable,24.0,,,,12.0,,2,0,,
95187101,951871,,,,,,,inapplicable,46.0,,,,13.0,,5,3,,
95187102,951871,,,,,,,no personal income,42.0,,,,9.0,,5,3,,
95188101,951881,,4.0,,8.0,1.0,,inapplicable,57.0,,,,18.0,,4,0,,
95188102,951881,,5.0,,7.0,2.0,,inapplicable,52.0,,,,13.0,,4,0,,
95188103,951881,,,,,,,inapplicable,26.0,,,,14.0,,4,0,,
95188104,951881,,,,8.0,,,inapplicable,24.0,,,,13.0,,4,0,,
95189101,951891,,,,,,,inapplicable,53.0,,,,18.0,,4,0,,
95189102,951891,,,,,,,inapplicable,23.0,,,,12.0,,4,0,,
95189103,951891,,3.0,,7.0,,,inapplicable,21.0,,,,13.0,,4,0,,
95189104,951891,,7.0,,7.0,3.0,,inapplicable,18.0,,,,13.0,,4,0,,
95194101,951941,,3.0,,8.0,3.0,,inapplicable,60.0,,,,18.0,,4,0,,
95194102,951941,,7.0,,8.0,4.0,,inapplicable,59.0,,,,12.0,,4,0,,
95194103,951941,,,,,,,inapplicable,28.0,,,,13.0,,4,0,,
95194104,951941,,4.0,,,,,inapplicable,23.0,,,,12.0,,4,0,,
95203101,952031,,2.0,,8.0,1.0,,inapplicable,46.0,,,,18.0,,3,2,,
95206101,952061,,3.0,,3.0,9.0,,inapplicable,61.0,,,,16.0,,2,0,,
95206102,952061,,3.0,,9.0,1.0,,inapplicable,56.0,,,,10.0,,2,0,,
95213101,952131,,,,,,,inapplicable,40.0,,,,9.0,,3,1,,
95213102,952131,,7.0,,4.0,5.0,,inapplicable,39.0,,,,12.0,,3,1,,
95215101,952151,,,,,,,inapplicable,22.0,,,,,,1,0,,
95217101,952171,,,,,,,inapplicable,44.0,,,,12.0,,4,2,,
95217102,952171,,2.0,,8.0,,,inapplicable,41.0,,,,12.0,,4,2,,
95224101,952241,,,,,,,inapplicable,54.0,,,,8.0,,4,1,,
95224102,952241,,,,,,,inapplicable,46.0,,,,9.0,,4,1,,
95224103,952241,,,,,,,inapplicable,20.0,,,,9.0,,4,1,,
95230101,952301,,2.0,,,,,inapplicable,43.0,,,,18.0,,3,1,,
95230102,952301,,,,8.0,5.0,,inapplicable,43.0,,,,12.0,,3,1,,
95233102,952331,,,,,,,inapplicable,55.0,,,,,,3,0,,
95233103,952331,,,,,,,inapplicable,41.0,,,,,,3,0,,
95244101,952441,,2.0,,8.0,3.0,,inapplicable,35.0,,,,12.0,,1,0,,
95248101,952481,,5.0,,9.0,3.0,,inapplicable,34.0,,,,18.0,,3,1,,
95248102,952481,,1.0,,7.0,,,inapplicable,32.0,,,,18.0,,3,1,,
95258101,952581,,,,,,,inapplicable,55.0,,,,12.0,,4,0,,
95258102,952581,,1.0,,5.0,3.0,,inapplicable,55.0,,,,12.0,,4,0,,
95258103,952581,,,,,,,inapplicable,25.0,,,,12.0,,4,0,,
95258104,952581,,,,,,,inapplicable,23.0,,,,18.0,,4,0,,
95260102,952601,,,,7.0,,,inapplicable,62.0,,,,9.0,,3,0,,
95260103,952601,,,,,,,inapplicable,45.0,,,,9.0,,3,0,,
95263101,952631,,,,,,,inapplicable,43.0,,,,12.0,,5,2,,
95263102,952631,,,,,,,inapplicable,43.0,,,,12.0,,5,2,,
95263103,952631,,,,,,,inapplicable,20.0,,,,10.0,,5,2,,
95264101,952641,,,,,,,inapplicable,32.0,,,,18.0,,1,0,,
95270101,952701,,,,,,,inapplicable,59.0,,,,12.0,,2,0,,
95270102,952701,,,,,,,inapplicable,59.0,,,,12.0,,2,0,,
95272101,952721,,3.0,,9.0,,,inapplicable,37.0,,,,16.0,,2,0,,
95272102,952721,,,,,,,inapplicable,30.0,,,,12.0,,2,0,,
95275101,952751,,,,,,,inapplicable,42.0,,,,12.0,,3,1,,
95275102,952751,,,,,,,inapplicable,40.0,,,,12.0,,3,1,,
95276101,952761,,5.0,,8.0,4.0,,inapplicable,60.0,,,,10.0,,2,0,,
95276102,952761,,2.0,,8.0,,,inapplicable,52.0,,,,18.0,,2,0,,
95277101,952771,,7.0,,9.0,,,inapplicable,64.0,,,,12.0,,1,0,,
95280101,952801,,,,,,,inapplicable,56.0,,,,12.0,,3,1,,
95280102,952801,,,,,,,does not know,19.0,,,,12.0,,3,1,,
95281101,952811,,2.0,,7.0,3.0,,inapplicable,27.0,,,,18.0,,2,0,,
95281102,952811,,4.0,,7.0,3.0,,inapplicable,30.0,,,,18.0,,2,0,,
95282101,952821,,,,,,,no answer,52.0,,,,12.0,,2,0,,
95282102,952821,,2.0,,7.0,1.0,,inapplicable,46.0,,,,12.0,,2,0,,
95284101,952841,,,,,,,inapplicable,26.0,,,,10.0,,1,0,,
95285101,952851,,,,9.0,1.0,,inapplicable,60.0,,,,12.0,,2,0,,
95285102,952851,,3.0,,,,,inapplicable,55.0,,,,9.0,,2,0,,
95286101,952861,,7.0,,3.0,3.0,,inapplicable,38.0,,,,16.0,,4,2,,
95286102,952861,,1.0,,7.0,3.0,,inapplicable,36.0,,,,16.0,,4,2,,
95287101,952871,,,,,,,inapplicable,49.0,,,,13.0,,3,0,,
95287102,952871,,,,,,,inapplicable,49.0,,,,9.0,,3,0,,
95287103,952871,,,,,,,inapplicable,23.0,,,,9.0,,3,0,,
95300101,953001,,,,5.0,3.0,,inapplicable,41.0,,,,12.0,,3,0,,
95300102,953001,,,,5.0,5.0,,inapplicable,39.0,,,,12.0,,3,0,,
95300103,953001,,,,5.0,7.0,,inapplicable,38.0,,,,9.0,,3,0,,
95305101,953051,,4.0,,9.0,,,inapplicable,63.0,,,,16.0,,2,0,,
95305102,953051,,,,9.0,,,inapplicable,57.0,,,,13.0,,2,0,,
95307102,953071,,,,5.0,3.0,,inapplicable,59.0,,,,8.0,,2,0,,
95310101,953101,,,,,,,inapplicable,59.0,,,,12.0,,8,3,,
95310102,953101,,,,,,,inapplicable,49.0,,,,12.0,,8,3,,
95310103,953101,,,,,,,inapplicable,24.0,,,,12.0,,8,3,,
95310104,953101,,,,,,,inapplicable,21.0,,,,12.0,,8,3,,
95310105,953101,,,,,,,inapplicable,19.0,,,,12.0,,8,3,,
95315102,953151,,5.0,,7.0,,,inapplicable,59.0,,,,12.0,,2,0,,
95320101,953201,,,,,,,inapplicable,34.0,,,,18.0,,3,1,,
95320102,953201,,,,,,,inapplicable,33.0,,,,16.0,,3,1,,
95322101,953221,,2.0,,9.0,,,inapplicable,37.0,,,,18.0,,1,0,,
95324101,953241,,7.0,,8.0,4.0,,inapplicable,59.0,,,,12.0,,3,0,,
95324102,953241,,,,,,,inapplicable,56.0,,,,16.0,,3,0,,
95324103,953241,,,,,,,inapplicable,25.0,,,,18.0,,3,0,,
95331101,953311,,5.0,,8.0,,,inapplicable,40.0,,,,18.0,,1,0,,
95339101,953391,,2.0,,9.0,,,inapplicable,48.0,,,,16.0,,5,3,,
95349101,953491,,1.0,,8.0,2.0,,inapplicable,49.0,,,,12.0,,4,2,,
95349102,953491,,,,9.0,,,inapplicable,40.0,,,,16.0,,4,2,,
95350101,953501,,,,,,,inapplicable,60.0,,,,12.0,,4,0,,
95350102,953501,,,,,,,inapplicable,56.0,,,,12.0,,4,0,,
95350103,953501,,,,7.0,,,inapplicable,25.0,,,,12.0,,4,0,,
95350104,953501,,,,,,,does not know,22.0,,,,12.0,,4,0,,
95354101,953541,,1.0,,8.0,1.0,,inapplicable,32.0,,,,18.0,,2,0,,
95354102,953541,,3.0,,8.0,,,inapplicable,32.0,,,,18.0,,2,0,,
95355101,953551,,2.0,,8.0,,,inapplicable,49.0,,,,18.0,,5,3,,
95355102,953551,,,,,,,inapplicable,43.0,,,,16.0,,5,3,,
95358101,953581,,,,,,,inapplicable,47.0,,,,9.0,,4,2,,
95358102,953581,,4.0,,9.0,,,inapplicable,19.0,,,,8.0,,4,2,,
95361101,953611,,,,,,,inapplicable,51.0,,,,12.0,,4,1,,
95361102,953611,,,,,,,inapplicable,45.0,,,,12.0,,4,1,,
95361103,953611,,,,,,,inapplicable,21.0,,,,12.0,,4,1,,
95371101,953711,,,,8.0,,,inapplicable,51.0,,,,14.0,,4,2,,
95371102,953711,,3.0,,,,,inapplicable,46.0,,,,12.0,,4,2,,
95379101,953791,,6.0,,7.0,1.0,,inapplicable,54.0,,,,18.0,,2,0,,
95379102,953791,,2.0,,1.0,,,inapplicable,50.0,,,,18.0,,2,0,,
95383101,953831,,2.0,,1.0,,,inapplicable,42.0,,,,18.0,,4,2,,
95383102,953831,,3.0,,,,,inapplicable,41.0,,,,18.0,,4,2,,
95386101,953861,,,,6.0,5.0,,inapplicable,48.0,,,,,,6,1,,
95386102,953861,,4.0,,,,,inapplicable,44.0,,,,12.0,,6,1,,
95386103,953861,,2.0,,9.0,2.0,,inapplicable,23.0,,,,14.0,,6,1,,
95386104,953861,,4.0,,8.0,,,inapplicable,21.0,,,,13.0,,6,1,,
95386105,953861,,4.0,,9.0,1.0,,inapplicable,18.0,,,,9.0,,6,1,,
95388101,953881,,6.0,,9.0,,,inapplicable,48.0,,,,16.0,,1,0,,
95393101,953931,,,,,,,inapplicable,51.0,,,,16.0,,2,0,,
95393102,953931,,4.0,,,,,inapplicable,41.0,,,,18.0,,2,0,,
95395101,953951,,7.0,,5.0,8.0,,inapplicable,63.0,,,,10.0,,4,0,,
95395102,953951,,5.0,,8.0,1.0,,inapplicable,59.0,,,,18.0,,4,0,,
95395103,953951,,4.0,,8.0,,,inapplicable,28.0,,,,18.0,,4,0,,
95395104,953951,,3.0,,7.0,3.0,,inapplicable,26.0,,,,18.0,,4,0,,
95396101,953961,,,,,,,inapplicable,62.0,,,,12.0,,2,0,,
95396102,953961,,,,,,,inapplicable,62.0,,,,9.0,,2,0,,
95399101,953991,,7.0,,,,,inapplicable,60.0,,,,16.0,,2,0,,
95399102,953991,,5.0,,4.0,7.0,,inapplicable,57.0,,,,10.0,,2,0,,
95402101,954021,,3.0,,5.0,6.0,,inapplicable,41.0,,,,16.0,,2,0,,
95402102,954021,,,,,,,32400,34.0,,,,12.0,,2,0,,
95404101,954041,,,,,,,inapplicable,48.0,,,,13.0,,3,0,,
95404102,954041,,2.0,,5.0,7.0,,inapplicable,48.0,,,,13.0,,3,0,,
95404103,954041,,3.0,,8.0,,,inapplicable,18.0,,,,9.0,,3,0,,
95408101,954081,,3.0,,9.0,,,inapplicable,50.0,,,,16.0,,3,1,,
95408102,954081,,4.0,,,,,inapplicable,48.0,,,,18.0,,3,1,,
95409101,954091,,3.0,,9.0,,,inapplicable,42.0,,,,18.0,,5,3,,
95409102,954091,,,,,,,inapplicable,43.0,,,,18.0,,5,3,,
95411101,954111,,,,8.0,6.0,,inapplicable,51.0,,,,13.0,,4,0,,
95411102,954111,,3.0,,,,,inapplicable,49.0,,,,12.0,,4,0,,
95411103,954111,,,,,,,inapplicable,24.0,,,,12.0,,4,0,,
95411104,954111,,,,,,,inapplicable,21.0,,,,12.0,,4,0,,
95412101,954121,,4.0,,8.0,,,inapplicable,50.0,,,,10.0,,4,0,,
95412102,954121,,,,8.0,,,inapplicable,49.0,,,,10.0,,4,0,,
95412103,954121,,,,8.0,,,inapplicable,23.0,,,,12.0,,4,0,,
95412104,954121,,6.0,,,,,inapplicable,20.0,,,,12.0,,4,0,,
95414101,954141,,,,,,,inapplicable,58.0,,,,9.0,,3,0,,
95414102,954141,,,,,,,inapplicable,51.0,,,,9.0,,3,0,,
95414103,954141,,,,,,,inapplicable,23.0,,,,12.0,,3,0,,
95415101,954151,,7.0,,8.0,,,inapplicable,47.0,,,,16.0,,2,0,,
95415102,954151,,3.0,,8.0,4.0,,inapplicable,33.0,,,,18.0,,2,0,,
95421102,954211,,,,,,,inapplicable,63.0,,,,9.0,,5,0,,
95421103,954211,,,,,,,inapplicable,34.0,,,,12.0,,5,0,,
95421104,954211,,,,,,,inapplicable,33.0,,,,10.0,,5,0,,
95421105,954211,,,,,,,inapplicable,21.0,,,,9.0,,5,0,,
95422101,954221,,4.0,,8.0,1.0,,inapplicable,32.0,,,,18.0,,2,0,,
95422102,954221,,,,7.0,,,inapplicable,28.0,,,,18.0,,2,0,,
95426101,954261,,3.0,,9.0,,,inapplicable,52.0,,,,16.0,,5,1,,
95426102,954261,,,,6.0,6.0,,inapplicable,51.0,,,,12.0,,5,1,,
95426103,954261,,2.0,,9.0,,,inapplicable,21.0,,,,12.0,,5,1,,
95426104,954261,,4.0,,5.0,3.0,,inapplicable,18.0,,,,9.0,,5,1,,
95427101,954271,,5.0,,8.0,2.0,,inapplicable,61.0,,,,9.0,,2,0,,
95427102,954271,,7.0,,5.0,3.0,,inapplicable,59.0,,,,9.0,,2,0,,
95429101,954291,,,,,,,inapplicable,55.0,,,,10.0,,3,0,,
95429102,954291,,,,,,,inapplicable,54.0,,,,10.0,,3,0,,
95429103,954291,,,,,,,inapplicable,26.0,,,,9.0,,3,0,,
95431101,954311,,,,,,,inapplicable,57.0,,,,9.0,,3,0,,
95431102,954311,,,,,,,inapplicable,19.0,,,,10.0,,3,0,,
